N,P,K,Temperature,Humidity,Rainfall,SoilType,Region,Season,CropType,CropName,Area,FertilizerUsed,IrrigationType,PesticideUsage,SeedQuality,Production,Yield
106.2,144.7,241.7,18.5,61.3,247.0,Loam,Rajasthan,Summer,Pulse,Masoor,6.465,14.2,Drip,5.735,High,4.713,0.729
194.7,117.5,105.0,13.1,72.6,746.0,Peaty,Odisha,Rabi,Pulse,Urad,1.412,0.1,Rainfed,3.53,Medium,0.393,0.278
131.2,143.2,128.4,22.1,74.6,28.7,Sandy,Punjab,Kharif,Cereal,Wheat,1.727,100.5,Canal,5.656,High,6.278,3.635
161.5,90.0,267.4,39.3,22.7,348.6,Chalky,Maharashtra,Kharif,Fiber,Cotton,4.638,187.5,Rainfed,4.084,Low,4.267,0.92
185.7,123.9,33.6,35.0,37.0,745.6,Sandy,Odisha,Kharif,Oilseed,Soybean,4.966,20.6,Drip,2.957,High,7.504,1.511
39.4,24.8,284.7,31.9,48.5,28.2,Peaty,Karnataka,Rabi,Vegetable,Onion,4.985,81.0,Rainfed,2.898,Medium,59.695,11.975
76.8,41.4,72.5,27.0,40.2,420.4,Loam,Tamil Nadu,Rabi,Vegetable,Potato,9.507,9.0,Rainfed,3.322,Medium,155.905,16.399
50.3,137.1,195.5,30.9,78.5,920.9,Loam,Odisha,Summer,Vegetable,Potato,5.015,96.8,Rainfed,5.534,High,126.192,25.163
102.8,43.1,122.3,15.9,31.4,894.7,Sandy,Maharashtra,Kharif,Pulse,Urad,6.688,179.4,Drip,2.984,Medium,2.876,0.43
55.7,53.6,144.7,30.1,89.0,13.7,Loam,Punjab,Kharif,Vegetable,Potato,8.47,366.0,Tube well,1.5,Medium,231.46,27.327
85.2,105.0,28.3,19.7,84.5,334.1,Sandy,Bihar,Rabi,Vegetable,Onion,8.243,248.9,Tube well,0.347,Low,120.002,14.558
217.8,62.2,179.6,9.3,58.8,187.6,Chalky,Tamil Nadu,Kharif,Cereal,Wheat,6.9,346.9,Canal,0.436,Medium,22.17,3.213
202.5,136.7,255.9,33.0,81.7,1068.5,Loam,Odisha,Kharif,Pulse,Chana,9.56,239.9,Tube well,5.051,High,13.518,1.414
196.5,31.6,136.7,26.4,48.8,58.0,Peaty,Tamil Nadu,Summer,Oilseed,Mustard,3.19,240.1,Canal,3.303,High,4.954,1.553
31.8,87.8,225.4,11.9,32.5,1155.1,Chalky,Maharashtra,Kharif,Oilseed,Groundnut,8.888,120.3,Canal,4.963,High,10.372,1.167
183.5,61.5,99.1,12.0,43.6,1036.3,Clay,Haryana,Rabi,Vegetable,Brinjal,3.145,87.1,Rainfed,3.092,High,24.965,7.938
98.5,74.4,178.5,16.5,20.5,987.5,Loam,Tamil Nadu,Summer,Pulse,Masoor,5.566,339.2,Tube well,1.569,Medium,4.23,0.76
26.5,106.9,32.3,34.3,93.2,0.0,Sandy,Maharashtra,Kharif,Cereal,Wheat,1.687,319.6,Canal,5.283,Medium,3.364,1.994
27.9,74.2,264.4,33.5,78.1,57.2,Clay,Gujarat,Kharif,Oilseed,Mustard,7.453,261.6,Canal,2.851,Medium,7.87,1.056
18.9,116.8,282.8,33.6,20.1,1005.3,Sandy,Odisha,Kharif,Oilseed,Soybean,6.289,96.7,Drip,0.581,Medium,9.012,1.433
155.4,18.9,274.6,11.4,82.0,595.0,Chalky,Odisha,Kharif,Oilseed,Soybean,9.311,350.4,Rainfed,5.099,Low,17.058,1.832
161.8,43.3,136.9,29.1,33.5,1030.3,Silt,Odisha,Rabi,Vegetable,Tomato,4.203,369.0,Rainfed,5.71,High,114.477,27.237
55.1,131.1,35.3,23.2,89.6,936.2,Chalky,Bihar,Rabi,Oilseed,Groundnut,4.748,396.9,Canal,5.988,Medium,9.183,1.934
178.3,37.5,144.9,12.6,35.0,785.9,Sandy,Punjab,Rabi,Cereal,Maize,0.786,299.6,Rainfed,3.401,High,3.665,4.663
205.5,4.2,172.9,36.1,36.0,107.6,Sandy,Bihar,Rabi,Cereal,Wheat,7.355,92.2,Rainfed,4.836,Low,6.818,0.927
120.9,67.9,170.1,34.4,90.2,960.4,Peaty,Haryana,Rabi,Cereal,Wheat,9.695,313.5,Rainfed,3.809,High,31.082,3.206
223.4,50.6,197.0,20.5,56.8,119.9,Silt,Uttar Pradesh,Rabi,Oilseed,Soybean,8.454,160.2,Tube well,2.869,High,28.811,3.408
127.4,55.5,72.4,33.4,27.2,958.1,Loam,Rajasthan,Summer,Vegetable,Onion,6.96,275.8,Rainfed,5.971,High,128.335,18.439
235.1,53.4,21.8,26.1,61.9,32.7,Loam,Rajasthan,Summer,Vegetable,Brinjal,8.639,389.1,Rainfed,3.449,Low,95.971,11.109
8.5,37.2,124.4,35.6,65.6,553.5,Loam,Rajasthan,Rabi,Vegetable,Onion,3.372,93.4,Drip,2.048,Medium,48.098,14.264
68.2,117.0,196.0,16.4,70.6,945.7,Peaty,Haryana,Summer,Cereal,Maize,5.471,136.0,Canal,2.337,Medium,32.449,5.931
74.1,7.4,83.9,16.7,52.7,23.6,Silt,Punjab,Rabi,Oilseed,Sesame,1.157,297.7,Rainfed,5.113,Low,0.574,0.496
81.5,75.8,222.7,21.4,77.1,685.1,Sandy,Rajasthan,Kharif,Vegetable,Potato,3.839,31.1,Drip,1.986,Medium,91.222,23.762
100.0,77.6,236.7,14.4,73.6,1149.2,Clay,Bihar,Rabi,Cereal,Barley,2.466,85.3,Rainfed,5.358,High,5.137,2.083
111.2,7.5,79.2,28.3,20.6,843.1,Loam,Tamil Nadu,Summer,Cereal,Maize,0.5,185.5,Tube well,4.062,Medium,2.661,5.322
22.1,1.0,184.5,14.9,49.7,1062.5,Chalky,Karnataka,Rabi,Pulse,Moong,0.983,207.9,Drip,0.219,Low,0.304,0.309
19.1,77.4,11.3,17.6,47.9,140.1,Chalky,Uttar Pradesh,Rabi,Fiber,Cotton,9.97,46.7,Drip,3.962,High,10.07,1.01
124.1,121.7,139.3,12.3,91.5,508.9,Silt,Karnataka,Kharif,Pulse,Chana,9.337,375.0,Canal,2.547,High,10.896,1.167
65.3,27.7,75.1,37.1,22.5,719.4,Chalky,Rajasthan,Kharif,Oilseed,Mustard,7.226,252.6,Canal,1.629,Medium,5.983,0.828
110.9,5.5,228.3,17.1,40.1,91.6,Peaty,Maharashtra,Summer,Pulse,Chana,4.599,238.1,Tube well,1.764,High,4.171,0.907
97.3,50.8,158.1,14.0,27.2,106.0,Loam,Uttar Pradesh,Kharif,Vegetable,Potato,3.992,88.5,Tube well,3.672,High,86.515,21.672
211.4,59.5,200.5,22.2,21.2,436.9,Clay,Rajasthan,Summer,Oilseed,Soybean,6.779,268.0,Canal,5.464,Medium,20.622,3.042
66.1,56.4,108.2,12.9,64.6,959.7,Peaty,Punjab,Rabi,Pulse,Masoor,2.457,68.8,Canal,0.415,High,1.6,0.651
122.0,143.2,193.8,13.7,73.8,627.8,Loam,Haryana,Kharif,Vegetable,Onion,2.738,231.5,Tube well,1.855,Low,59.573,21.758
161.0,12.2,14.6,25.9,47.1,480.6,Peaty,Gujarat,Rabi,Cash,Sugarcane,9.021,396.6,Drip,0.552,High,743.132,82.378
226.9,62.4,77.0,16.7,83.8,975.9,Clay,Tamil Nadu,Summer,Vegetable,Brinjal,0.999,118.5,Tube well,2.493,High,12.094,12.106
27.4,40.6,104.6,32.5,23.6,103.9,Silt,Punjab,Summer,Fiber,Cotton,0.804,231.0,Rainfed,5.766,High,1.035,1.287
94.8,69.3,139.5,22.8,56.0,634.2,Sandy,Odisha,Summer,Fiber,Cotton,4.448,2.0,Tube well,4.591,Medium,4.693,1.055
40.9,51.2,235.3,21.2,83.4,718.0,Sandy,Bihar,Kharif,Pulse,Moong,4.188,347.3,Canal,5.537,High,3.036,0.725
162.1,17.2,98.0,23.2,81.6,685.2,Chalky,Punjab,Rabi,Oilseed,Soybean,4.154,334.3,Canal,5.248,Low,9.513,2.29
168.3,53.5,227.7,32.9,59.2,238.9,Silt,Haryana,Kharif,Cereal,Maize,4.646,396.4,Tube well,2.606,Medium,33.502,7.211
160.4,123.2,165.9,8.3,93.6,1079.2,Silt,Rajasthan,Kharif,Cereal,Barley,3.246,238.0,Tube well,3.788,Medium,8.014,2.469
161.9,71.7,199.3,10.7,21.9,472.7,Chalky,Maharashtra,Rabi,Pulse,Chana,2.151,108.4,Drip,3.594,High,1.794,0.834
37.7,124.5,191.3,23.8,82.2,1132.3,Sandy,Karnataka,Rabi,Oilseed,Mustard,0.791,359.9,Tube well,0.948,Medium,0.86,1.087
7.4,60.7,79.9,26.6,86.5,221.9,Chalky,Bihar,Rabi,Vegetable,Potato,1.605,324.9,Canal,3.368,High,39.987,24.914
76.1,24.5,121.6,10.0,57.6,308.5,Chalky,Maharashtra,Rabi,Pulse,Urad,0.382,36.4,Drip,3.454,Medium,0.1,0.263
84.3,113.6,298.0,25.6,73.5,190.4,Sandy,Rajasthan,Kharif,Pulse,Masoor,3.559,321.5,Canal,4.54,Medium,3.313,0.931
103.6,121.2,18.7,20.4,65.2,1167.5,Clay,Maharashtra,Rabi,Fiber,Cotton,0.271,31.0,Canal,0.118,Low,0.242,0.894
62.0,103.4,96.7,24.8,34.9,75.6,Chalky,Punjab,Kharif,Vegetable,Brinjal,3.118,225.0,Tube well,2.879,Medium,33.01,10.587
246.6,60.6,123.8,11.9,61.1,555.6,Clay,Uttar Pradesh,Kharif,Oilseed,Soybean,2.171,99.0,Rainfed,5.403,Low,3.526,1.624
17.8,111.4,107.1,34.9,47.1,559.9,Clay,Tamil Nadu,Rabi,Cash,Sugarcane,6.724,390.8,Drip,2.068,High,472.321,70.244
224.0,91.1,128.5,16.3,76.9,481.0,Loam,Tamil Nadu,Summer,Cereal,Barley,6.506,126.7,Rainfed,3.078,Medium,17.664,2.715
78.1,120.5,250.8,14.8,83.7,786.5,Loam,Odisha,Rabi,Oilseed,Mustard,4.402,102.5,Tube well,3.293,Medium,4.384,0.996
24.2,85.3,293.3,38.7,63.2,977.2,Chalky,Bihar,Summer,Oilseed,Mustard,7.227,166.0,Rainfed,3.79,High,5.977,0.827
144.0,132.1,256.0,15.3,54.0,141.4,Chalky,Uttar Pradesh,Kharif,Vegetable,Tomato,3.579,372.0,Canal,3.086,High,96.146,26.864
40.1,50.2,89.6,38.1,72.4,160.4,Chalky,Gujarat,Rabi,Vegetable,Onion,1.558,188.3,Drip,3.994,High,24.992,16.041
189.8,109.2,151.4,16.2,43.9,298.2,Chalky,Odisha,Kharif,Cash,Sugarcane,0.462,115.5,Drip,4.87,Medium,32.884,71.178
138.4,58.9,183.6,25.4,58.5,1186.0,Sandy,Maharashtra,Rabi,Oilseed,Groundnut,0.504,362.2,Tube well,4.043,Medium,1.184,2.349
194.7,81.4,2.4,32.0,28.3,1014.8,Chalky,Odisha,Rabi,Pulse,Moong,5.417,358.1,Canal,2.848,Medium,3.191,0.589
159.7,66.4,36.0,15.3,73.9,95.2,Clay,Tamil Nadu,Rabi,Oilseed,Sesame,8.215,222.8,Rainfed,1.942,Medium,5.52,0.672
230.6,134.7,192.1,28.4,33.1,1013.1,Silt,Punjab,Summer,Oilseed,Mustard,6.058,5.7,Rainfed,0.518,Low,2.563,0.423
76.7,136.6,171.0,39.8,67.9,1140.3,Silt,Maharashtra,Rabi,Pulse,Urad,3.426,67.6,Tube well,5.173,Medium,1.227,0.358
33.8,65.7,193.6,33.2,84.1,740.6,Clay,Gujarat,Kharif,Vegetable,Brinjal,5.356,227.3,Drip,3.984,Low,48.627,9.079
166.9,67.4,254.9,36.0,28.7,820.8,Loam,Karnataka,Kharif,Vegetable,Potato,8.639,96.6,Drip,3.171,Medium,227.81,26.37
232.2,81.5,115.0,19.2,84.8,697.6,Loam,Bihar,Kharif,Pulse,Urad,8.331,223.7,Drip,3.896,Medium,7.123,0.855
154.0,22.7,29.6,33.0,75.8,341.6,Peaty,Tamil Nadu,Rabi,Vegetable,Onion,6.321,34.3,Drip,4.354,Low,83.614,13.228
222.1,132.7,174.3,36.1,51.1,53.8,Sandy,Tamil Nadu,Summer,Cash,Sugarcane,6.381,218.7,Rainfed,0.244,High,353.144,55.343
12.2,109.3,249.7,10.5,62.5,99.0,Peaty,Karnataka,Kharif,Vegetable,Onion,4.705,221.4,Tube well,5.555,Medium,78.569,16.699
206.0,65.7,69.6,24.1,46.6,1072.1,Clay,Bihar,Kharif,Cereal,Maize,9.944,353.2,Canal,1.455,Medium,68.912,6.93
218.9,9.1,118.6,39.4,66.6,557.7,Sandy,Odisha,Kharif,Vegetable,Brinjal,7.125,174.3,Drip,5.519,High,78.646,11.038
161.0,60.8,23.0,30.8,45.0,4.4,Silt,Haryana,Summer,Fiber,Cotton,5.364,245.4,Rainfed,0.123,Medium,6.989,1.303
109.5,4.1,139.0,10.6,46.6,752.1,Clay,Haryana,Kharif,Cereal,Maize,9.022,61.8,Canal,4.39,Medium,34.049,3.774
73.2,18.2,95.8,32.4,83.7,600.8,Loam,Rajasthan,Rabi,Fiber,Cotton,1.966,350.9,Drip,3.992,High,4.15,2.111
30.5,131.0,197.5,10.1,24.6,119.1,Peaty,Odisha,Kharif,Cereal,Wheat,0.812,113.9,Tube well,1.616,High,1.401,1.725
240.7,50.1,117.9,17.1,51.8,778.8,Loam,Uttar Pradesh,Rabi,Oilseed,Sesame,1.168,325.4,Canal,0.95,Medium,1.15,0.985
48.4,142.9,210.2,23.6,75.3,1028.4,Loam,Uttar Pradesh,Kharif,Cereal,Maize,9.435,393.0,Rainfed,0.941,Medium,57.563,6.101
166.5,28.4,53.3,16.3,29.2,1140.9,Peaty,Karnataka,Rabi,Oilseed,Groundnut,0.44,229.5,Rainfed,1.077,Low,0.453,1.029
5.3,81.8,230.5,8.9,69.7,945.7,Loam,Bihar,Kharif,Oilseed,Mustard,6.196,43.4,Tube well,4.848,Low,3.333,0.538
57.1,102.7,116.4,22.1,77.3,115.7,Chalky,Tamil Nadu,Kharif,Cereal,Rice,8.675,142.7,Rainfed,1.615,Medium,30.475,3.513
243.0,119.5,144.3,31.7,71.8,453.5,Sandy,Rajasthan,Rabi,Pulse,Chana,5.048,227.9,Drip,0.156,Medium,5.896,1.168
156.8,14.9,64.2,18.4,66.3,838.1,Sandy,Maharashtra,Summer,Oilseed,Mustard,2.614,171.8,Drip,3.007,Medium,2.821,1.079
154.5,92.8,225.5,26.8,80.3,733.4,Sandy,Rajasthan,Kharif,Oilseed,Groundnut,7.731,298.0,Drip,5.057,High,22.946,2.968
92.0,57.1,87.4,17.6,70.0,618.9,Sandy,Karnataka,Kharif,Fiber,Cotton,9.52,383.7,Canal,3.347,Medium,15.441,1.622
6.4,12.8,268.9,10.1,94.2,1044.7,Clay,Punjab,Summer,Pulse,Chana,1.455,67.2,Rainfed,0.251,High,0.391,0.269
175.8,46.7,118.7,38.5,28.7,1077.6,Peaty,Karnataka,Kharif,Cereal,Wheat,7.33,224.7,Drip,0.146,Medium,17.16,2.341
175.0,107.3,146.1,24.5,75.7,20.1,Peaty,Punjab,Rabi,Pulse,Chana,7.502,124.1,Canal,1.588,High,10.255,1.367
219.8,52.8,138.7,39.1,29.5,252.0,Sandy,Gujarat,Summer,Pulse,Moong,6.279,133.6,Rainfed,1.4,Low,1.595,0.254
177.4,40.8,181.1,39.6,85.6,562.0,Loam,Bihar,Rabi,Pulse,Masoor,3.081,148.7,Canal,4.658,High,2.69,0.873
92.5,98.7,178.3,31.2,83.8,187.3,Peaty,Rajasthan,Rabi,Oilseed,Groundnut,1.222,221.8,Canal,0.109,High,2.891,2.366
128.5,134.0,172.2,11.5,23.2,430.3,Silt,Bihar,Summer,Cereal,Wheat,0.398,80.6,Rainfed,0.348,Low,0.643,1.616
68.8,32.3,50.8,27.1,40.6,515.9,Silt,Haryana,Rabi,Oilseed,Mustard,7.353,377.2,Canal,5.308,High,10.743,1.461
162.0,114.3,84.5,37.1,21.8,474.6,Silt,Gujarat,Kharif,Oilseed,Soybean,6.199,290.2,Drip,5.401,Medium,15.504,2.501
103.8,144.2,165.5,33.2,63.4,689.2,Chalky,Uttar Pradesh,Kharif,Vegetable,Onion,3.171,31.4,Rainfed,5.176,Medium,42.964,13.549
34.0,3.1,299.0,36.4,80.7,441.4,Clay,Haryana,Summer,Oilseed,Mustard,2.43,138.1,Rainfed,1.724,Medium,1.402,0.577
234.0,48.0,114.1,9.1,48.5,691.8,Loam,Haryana,Kharif,Cereal,Maize,5.127,251.6,Rainfed,1.565,Medium,25.691,5.011
61.8,149.1,101.6,33.3,69.1,954.5,Clay,Punjab,Kharif,Pulse,Urad,0.159,369.8,Drip,3.957,High,0.111,0.699
234.2,138.1,111.3,28.0,64.9,1083.3,Silt,Odisha,Summer,Oilseed,Groundnut,5.09,181.2,Rainfed,5.106,Low,10.643,2.091
203.8,74.8,248.8,39.4,35.3,925.3,Peaty,Odisha,Kharif,Vegetable,Potato,4.75,121.1,Rainfed,3.496,Medium,85.885,18.081
47.4,105.3,196.5,25.7,36.1,265.2,Silt,Punjab,Summer,Pulse,Masoor,3.507,229.4,Canal,0.182,Medium,2.771,0.79
54.3,61.7,271.6,20.8,79.2,1027.4,Clay,Gujarat,Summer,Vegetable,Brinjal,2.592,97.4,Drip,4.95,Medium,29.922,11.544
58.5,52.3,34.5,32.1,42.7,873.9,Silt,Tamil Nadu,Kharif,Pulse,Urad,2.248,110.4,Canal,3.138,Low,0.836,0.372
0.6,133.5,224.4,16.9,72.3,1144.4,Sandy,Haryana,Rabi,Oilseed,Sesame,2.984,234.6,Tube well,2.647,Medium,1.683,0.564
140.1,63.6,128.7,37.7,88.9,979.7,Sandy,Haryana,Rabi,Cash,Sugarcane,3.882,69.8,Tube well,0.056,Medium,130.435,33.6
152.8,113.5,252.3,21.1,56.4,326.8,Clay,Maharashtra,Rabi,Vegetable,Onion,5.32,86.8,Canal,5.792,Low,107.969,20.295
211.9,117.3,70.5,17.6,55.9,22.5,Chalky,Gujarat,Kharif,Pulse,Chana,8.794,324.3,Canal,3.221,High,11.643,1.324
157.7,146.5,39.3,31.5,81.9,428.3,Silt,Odisha,Rabi,Fiber,Cotton,0.239,210.5,Drip,4.251,Medium,0.544,2.277
102.0,75.6,220.9,37.2,59.9,148.2,Sandy,Rajasthan,Kharif,Vegetable,Onion,0.766,68.6,Rainfed,0.029,Medium,8.83,11.528
167.4,25.5,75.9,11.9,36.8,515.2,Chalky,Gujarat,Rabi,Pulse,Chana,8.717,28.9,Drip,0.159,Medium,3.74,0.429
205.2,91.7,147.0,17.3,21.7,780.2,Silt,Gujarat,Kharif,Cash,Sugarcane,6.299,0.1,Drip,0.546,Medium,253.025,40.169
43.7,6.6,69.4,9.6,21.2,533.5,Sandy,Haryana,Summer,Oilseed,Soybean,0.34,4.3,Rainfed,0.069,High,0.173,0.508
5.6,71.4,197.2,21.7,20.8,690.0,Peaty,Bihar,Summer,Oilseed,Soybean,7.361,301.6,Drip,3.503,High,18.564,2.522
139.1,129.1,161.6,10.8,46.5,684.8,Chalky,Karnataka,Rabi,Pulse,Urad,7.133,162.6,Drip,0.656,Medium,3.695,0.518
103.7,117.5,163.1,33.2,83.9,578.0,Peaty,Karnataka,Rabi,Fiber,Cotton,4.179,46.0,Drip,5.641,High,6.891,1.649
217.4,9.9,211.6,11.0,75.3,717.7,Clay,Rajasthan,Rabi,Cash,Sugarcane,8.319,183.7,Canal,5.519,High,629.149,75.628
161.8,78.6,12.6,30.2,70.6,350.2,Loam,Uttar Pradesh,Summer,Cereal,Wheat,3.992,364.9,Tube well,1.348,High,20.579,5.155
90.9,5.6,10.6,30.7,89.3,1190.4,Sandy,Punjab,Summer,Cereal,Wheat,1.443,160.6,Tube well,2.964,Medium,2.691,1.865
145.0,117.9,30.6,18.9,64.7,516.1,Sandy,Rajasthan,Kharif,Vegetable,Tomato,2.405,9.4,Tube well,2.663,Medium,35.026,14.564
140.5,140.1,134.3,29.4,65.1,956.6,Clay,Bihar,Summer,Pulse,Urad,2.337,84.6,Canal,2.333,Medium,1.447,0.619
118.8,39.9,103.0,18.3,59.3,943.0,Chalky,Rajasthan,Rabi,Pulse,Masoor,7.953,244.1,Rainfed,2.743,Low,5.042,0.634
171.3,108.2,80.7,15.0,34.4,447.1,Sandy,Maharashtra,Rabi,Vegetable,Brinjal,0.193,96.6,Rainfed,2.08,High,1.355,7.021
75.5,64.9,264.8,17.4,92.9,249.5,Peaty,Haryana,Rabi,Vegetable,Tomato,7.648,377.6,Tube well,1.614,Medium,184.63,24.141
115.3,46.0,266.0,34.3,91.9,599.9,Clay,Rajasthan,Rabi,Cereal,Rice,7.599,341.2,Tube well,1.382,High,41.073,5.405
243.2,60.5,70.1,38.5,92.4,448.4,Loam,Punjab,Rabi,Vegetable,Onion,9.192,284.0,Tube well,4.679,Low,166.807,18.147
75.3,6.1,246.4,18.4,26.4,565.3,Chalky,Uttar Pradesh,Summer,Pulse,Masoor,9.917,111.3,Canal,0.912,Low,4.859,0.49
38.2,24.0,150.8,23.2,51.8,1115.6,Clay,Karnataka,Rabi,Oilseed,Soybean,5.218,32.9,Drip,0.655,High,7.608,1.458
3.7,33.3,247.8,18.1,53.9,710.7,Loam,Maharashtra,Rabi,Pulse,Urad,6.287,314.6,Canal,0.332,Low,2.546,0.405
58.9,44.0,92.3,15.0,53.3,737.7,Chalky,Tamil Nadu,Kharif,Cereal,Maize,4.44,79.5,Tube well,0.795,Medium,15.66,3.527
14.1,40.1,132.7,11.2,24.7,776.5,Peaty,Maharashtra,Rabi,Pulse,Moong,1.843,318.0,Canal,0.443,Medium,0.75,0.407
159.4,56.2,58.9,19.2,46.1,11.4,Chalky,Bihar,Kharif,Oilseed,Sesame,4.287,323.4,Canal,1.575,Medium,3.404,0.794
34.9,121.0,284.3,26.5,51.6,902.8,Clay,Haryana,Kharif,Vegetable,Onion,1.746,297.1,Canal,2.888,Medium,41.771,23.924
147.3,62.6,100.5,25.1,72.2,581.5,Silt,Odisha,Kharif,Vegetable,Onion,6.614,35.8,Canal,4.817,Medium,125.315,18.947
66.0,44.0,115.5,11.7,48.2,815.9,Chalky,Odisha,Kharif,Pulse,Chana,9.178,122.3,Drip,3.057,High,8.187,0.892
35.9,119.3,193.4,32.9,57.3,479.1,Silt,Uttar Pradesh,Summer,Cereal,Maize,3.0,35.9,Canal,3.098,Low,11.31,3.77
176.6,137.8,44.3,27.9,91.7,2.8,Peaty,Bihar,Summer,Pulse,Moong,4.092,237.1,Canal,5.286,Low,2.684,0.656
246.7,50.8,13.1,20.0,89.7,683.6,Sandy,Tamil Nadu,Kharif,Cash,Sugarcane,2.994,322.6,Canal,3.36,Low,167.257,55.864
216.4,123.8,140.9,34.9,38.3,512.1,Chalky,Rajasthan,Rabi,Vegetable,Potato,2.104,282.7,Drip,3.048,Medium,69.369,32.97
202.2,144.9,121.8,24.3,91.3,793.9,Clay,Karnataka,Summer,Oilseed,Groundnut,2.393,350.9,Rainfed,5.471,Low,5.095,2.129
193.5,50.7,246.8,14.7,57.7,443.4,Silt,Karnataka,Rabi,Cereal,Wheat,8.032,1.9,Tube well,5.902,Medium,21.421,2.667
89.8,15.6,14.3,37.5,56.1,652.6,Sandy,Karnataka,Kharif,Oilseed,Sesame,9.991,399.7,Canal,5.266,High,6.854,0.686
44.3,63.4,17.2,23.1,59.2,307.3,Peaty,Rajasthan,Summer,Pulse,Chana,3.059,44.2,Rainfed,1.243,High,2.19,0.716
30.6,21.5,213.9,19.8,63.9,800.4,Silt,Punjab,Kharif,Cash,Sugarcane,2.812,20.5,Tube well,5.95,Medium,125.789,44.733
150.0,31.2,200.3,35.3,36.8,211.8,Sandy,Bihar,Rabi,Pulse,Masoor,7.711,221.6,Tube well,0.295,Low,3.416,0.443
192.9,97.1,85.1,31.5,81.7,934.6,Clay,Tamil Nadu,Summer,Pulse,Masoor,6.186,53.6,Tube well,0.773,High,4.547,0.735
247.0,74.7,66.6,17.0,29.5,161.7,Sandy,Odisha,Rabi,Cash,Sugarcane,8.975,26.7,Canal,3.868,Medium,368.612,41.071
126.1,107.2,168.3,15.0,53.0,378.4,Silt,Punjab,Rabi,Vegetable,Potato,8.854,69.9,Rainfed,1.63,Low,142.036,16.042
109.9,62.3,187.0,16.9,50.3,323.1,Clay,Maharashtra,Summer,Cereal,Maize,6.504,216.9,Drip,3.932,High,45.06,6.928
77.7,150.0,254.7,18.3,36.4,697.9,Silt,Tamil Nadu,Rabi,Vegetable,Tomato,0.098,315.3,Drip,4.506,Medium,2.723,27.782
99.9,88.2,109.1,18.3,22.5,486.4,Clay,Punjab,Rabi,Oilseed,Groundnut,4.259,210.0,Tube well,0.143,High,8.705,2.044
81.2,48.2,55.3,24.1,23.9,705.2,Loam,Punjab,Summer,Pulse,Urad,7.805,77.2,Tube well,2.221,Medium,3.567,0.457
94.6,32.3,22.4,27.4,64.5,250.7,Silt,Haryana,Kharif,Oilseed,Sesame,1.902,241.4,Rainfed,0.9,Medium,1.318,0.693
185.8,45.2,100.5,16.2,89.6,341.8,Loam,Uttar Pradesh,Rabi,Oilseed,Sesame,4.255,85.0,Tube well,3.084,High,3.391,0.797
111.4,36.2,100.1,22.0,33.4,540.6,Chalky,Karnataka,Rabi,Cereal,Rice,6.312,284.9,Drip,0.561,Medium,27.886,4.418
152.1,74.3,291.7,29.8,34.1,466.2,Peaty,Bihar,Kharif,Fiber,Cotton,1.428,81.4,Canal,5.467,Medium,2.508,1.756
215.6,125.9,79.9,22.5,46.0,249.3,Chalky,Gujarat,Kharif,Oilseed,Mustard,5.386,104.4,Rainfed,1.173,Medium,5.138,0.954
178.3,61.4,268.0,26.2,32.8,47.3,Clay,Rajasthan,Summer,Vegetable,Onion,1.261,348.0,Rainfed,4.256,Medium,22.677,17.983
21.5,48.1,250.2,9.8,53.2,880.3,Silt,Rajasthan,Kharif,Pulse,Urad,8.966,4.2,Drip,1.0,Medium,2.116,0.236
190.4,73.6,188.9,33.7,25.7,11.6,Peaty,Uttar Pradesh,Rabi,Cash,Sugarcane,5.48,362.0,Canal,5.794,High,431.353,78.714
243.4,56.1,53.1,20.9,86.2,624.8,Peaty,Gujarat,Summer,Pulse,Moong,1.343,326.5,Rainfed,1.936,High,1.168,0.87
190.0,6.6,20.2,35.1,21.3,574.3,Sandy,Uttar Pradesh,Kharif,Oilseed,Groundnut,7.532,360.3,Rainfed,5.347,Low,7.894,1.048
167.3,51.0,27.6,21.8,76.6,1048.5,Loam,Uttar Pradesh,Summer,Vegetable,Onion,6.221,57.7,Canal,1.984,Medium,116.575,18.739
87.7,49.4,0.1,27.0,67.0,832.3,Silt,Rajasthan,Kharif,Pulse,Urad,6.132,83.9,Tube well,2.462,High,3.428,0.559
110.8,106.0,215.6,11.9,35.8,24.9,Clay,Uttar Pradesh,Rabi,Pulse,Chana,8.921,63.3,Rainfed,1.833,Medium,4.719,0.529
143.7,26.2,125.8,24.3,90.4,119.5,Chalky,Uttar Pradesh,Rabi,Cereal,Maize,5.606,106.9,Drip,0.369,Low,22.065,3.936
152.7,10.4,247.9,18.3,62.2,866.9,Chalky,Karnataka,Rabi,Oilseed,Sesame,9.769,63.3,Drip,0.098,High,6.711,0.687
23.4,7.2,136.2,16.1,83.8,274.3,Clay,Uttar Pradesh,Summer,Cereal,Rice,2.724,272.3,Rainfed,1.356,Medium,7.055,2.59
28.0,16.8,238.1,37.2,40.1,154.7,Clay,Uttar Pradesh,Rabi,Cereal,Barley,5.17,392.9,Canal,0.297,Low,7.047,1.363
8.6,3.4,210.3,20.3,54.7,438.7,Chalky,Bihar,Rabi,Cash,Sugarcane,7.292,266.8,Rainfed,1.099,Medium,318.937,43.738
125.7,115.6,61.0,34.5,65.5,1131.5,Sandy,Rajasthan,Kharif,Vegetable,Tomato,4.586,373.1,Canal,3.533,High,114.824,25.038
